1055,p1055,16,M,F,15,20,2,2,3,1,5,1,1,4,2,3,3,1,5,4,4,2,4,5,4,4
1056,p1056,16,M,F,15,25,5,5,1,5,4,5,2,3,2,3,5,2,1,3,1,4,5,4,3,2
1057,p1057,17,B,F,14,24,4,4,3,4,1,3,3,1,2,4,3,2,4,4,3,4,5,5,5,3
1058,p1058,16,M,F,16,20,3,4,2,5,5,3,1,2,2,4,4,5,5,5,3,2,4,4,3,3
1059,p1059,17,M,F,0,100,4,1,3,2,2,5,1,3,2,5,1,1,1,5,1,2,4,1,1,1
1060,p1060,15,F,M,15,20,1,5,3,2,5,5,5,5,2,5,3,3,5,5,5,5,3,3,5,5
1061,p1061,17,B,M,16,18,5,1,3,3,5,3,2,3,2,5,5,5,2,2,1,4,5,1,1,1
1062,p1062,15,F,F,15,17,1,5,1,5,1,1,5,3,3,1,3,1,1,1,4,3,1,3,1,1
1063,p1063,15,M,F,15,25,5,5,2,3,4,3,4,5,3,1,5,4,3,5,1,3,5,5,3,3
1064,p1064,18,M,F,17,24,5,2,4,4,3,1,4,4,3,2,3,1,2,4,2,4,5,5,5,5
1065,p1065,18,F,M,15,20,5,3,2,4,4,2,2,5,3,2,3,4,4,5,3,3,4,2,3,3
1066,p1066,22,F,M,25,50,3,5,3,5,3,3,3,5,3,3,1,1,5,5,3,3,5,1,3,3
1067,p1067,18,F,M,17,19,5,4,1,4,3,1,1,3,3,3,2,1,1,1,1,2,3,2,1,1
1068,p1068,18,M,F,10,18,3,3,1,4,4,1,1,1,3,3,3,1,5,5,3,3,3,3,3,3
1069,p1069,14,B,B,14,15,2,3,2,2,5,1,3,2,3,3,3,2,2,3,1,3,3,3,3,3
1070,p1070,15,M,F,17,23,5,2,2,3,3,4,1,4,3,3,3,3,1,1,3,1,3,3,3,3
1071,p1071,16,M,F,15,25,3,1,2,3,4,2,4,4,3,3,4,3,5,5,5,3,5,5,5,3
1072,p1072,15,M,F,14,18,5,4,3,4,4,1,5,3,3,3,5,4,3,5,1,5,5,5,1,1
1073,p1073,18,M,F,5,12,5,4,3,4,3,4,4,2,3,4,3,2,4,3,4,2,3,4,3,2
1074,p1074,18,M,F,15,20,5,2,4,4,4,4,5,3,3,4,5,1,4,5,1,2,4,3,3,3
1075,p1075,16,M,F,10,90,1,5,1,5,3,5,5,5,3,5,1,1,5,5,3,5,3,3,3,3
1076,p1076,18,M,F,0,70,1,1,3,3,4,3,1,5,3,5,3,1,3,5,1,3,5,3,3,3
1077,p1077,17,M,F,14,29,5,1,2,5,5,1,2,3,3,5,3,5,5,5,5,5,5,1,5,5
1078,p1078,17,M,F,0,20,5,4,4,3,5,1,3,4,3,5,5,2,4,5,3,5,5,5,5,5
1079,p1079,18,F,M,17,19,4,4,3,3,5,1,4,3,4,1,2,1,1,3,1,3,3,3,3,3
1080,p1080,16,M,F,15,20,1,3,4,3,3,1,5,5,4,1,4,1,1,2,1,3,3,3,3,3
1081,p1081,18,B,F,0,100,5,1,2,3,3,5,1,4,4,1,4,1,1,5,1,5,5,1,1,1
1082,p1082,17,M,F,3,90,1,5,3,4,4,2,1,4,4,1,4,2,5,5,1,3,3,2,4,1
1083,p1083,21,M,M,10,40,5,2,3,2,4,1,4,3,4,2,2,2,4,4,1,2,2,4,2,2
1084,p1084,20,M,F,19,22,5,4,1,4,4,3,4,4,4,2,2,4,5,5,1,5,5,4,4,4
1085,p1085,17,M,F,14,17,4,4,1,1,4,4,3,4,4,2,4,2,5,5,4,3,4,5,4,5
1086,p1086,15,F,F,0,100,2,1,5,3,4,1,2,3,4,2,5,2,5,5,5,5,4,3,2,5
1087,p1087,16,M,F,15,18,1,4,1,1,5,1,4,3,4,3,1,3,5,5,5,5,5,4,4,3
1088,p1088,17,M,F,0,20,4,5,4,4,5,1,5,3,4,3,2,4,5,5,4,4,5,5,5,5
1089,p1089,22,M,F,20,24,5,4,4,2,4,3,3,4,4,3,3,3,4,4,4,4,3,4,3,3
1090,p1090,10,M,F,0,4,3,5,2,3,3,3,3,5,4,3,3,3,4,5,3,4,4,4,4,4
1091,p1091,16,F,M,15,20,3,1,1,5,4,4,1,3,4,3,3,3,4,5,3,5,3,3,3,3
1092,p1092,17,M,F,10,20,5,1,5,3,5,3,5,3,4,3,3,4,5,5,5,5,4,5,5,5
1093,p1093,15,M,F,16,22,3,4,1,4,5,2,3,2,4,3,4,2,1,3,2,2,4,3,5,5
1094,p1094,16,M,F,15,16,2,4,1,4,3,3,4,3,4,3,5,4,5,5,5,5,5,5,5,5
1095,p1095,17,M,F,15,20,4,4,2,3,4,4,2,4,4,4,4,2,3,4,3,3,4,3,3,3
1096,p1096,14,M,F,14,15,4,2,3,2,5,2,4,3,4,5,2,1,1,5,5,4,2,3,3,3
1097,p1097,19,M,F,20,28,1,5,3,2,2,1,4,5,4,5,3,2,5,5,5,2,2,1,5,3
1098,p1098,20,M,F,0,100,1,3,2,2,3,1,5,5,4,5,3,5,5,5,3,3,5,3,5,5
1099,p1099,17,M,F,12,18,1,5,3,2,5,1,5,2,4,5,4,2,2,4,3,2,5,1,2,5
1100,p1100,16,M,B,16,30,3,2,2,3,5,2,4,4,4,5,5,2,4,4,2,3,5,5,5,3
1101,p1101,16,M,F,12,15,1,1,3,3,5,4,5,5,5,1,1,1,5,5,1,2,5,4,5,1
1102,p1102,16,F,M,10,60,5,1,1,3,5,5,1,5,5,1,1,1,5,5,1,5,3,3,3,3
1103,p1103,15,M,B,8,25,5,4,4,4,5,2,5,5,5,1,1,5,5,5,2,5,3,5,5,3
1104,p1104,22,M,F,18,22,5,3,4,5,5,3,1,4,5,1,1,5,5,5,3,3,5,5,3,5
1105,p1105,15,M,F,20,100,5,1,5,5,1,3,5,5,5,1,3,1,5,5,5,1,5,1,1,1
1106,p1106,15,M,F,15,20,5,3,1,3,3,1,5,3,5,1,3,2,4,4,2,3,2,5,5,2
1107,p1107,18,F,M,10,20,5,3,3,2,3,3,5,4,5,1,3,5,3,5,2,3,3,1,1,1
1108,p1108,20,M,F,15,25,5,5,3,5,5,1,1,3,5,1,3,5,5,4,1,2,1,5,3,3
1109,p1109,16,M,F,0,100,3,5,3,2,4,5,5,3,5,1,5,5,1,5,1,5,5,1,1,1
1110,p1110,15,M,F,18,26,1,1,4,3,5,5,1,4,5,2,1,1,2,2,1,5,3,2,2,2
1111,p1111,15,M,F,12,20,4,5,1,2,3,1,3,4,5,2,1,5,2,4,1,2,3,1,1,1
1112,p1112,20,M,F,10,30,5,3,3,4,5,5,4,5,5,2,2,2,5,5,4,3,5,5,1,1
1113,p1113,17,M,F,14,19,5,2,1,3,5,2,2,5,5,3,1,5,4,3,4,2,5,3,1,1
1114,p1114,16,M,F,10,30,5,2,2,4,4,4,3,3,5,3,2,2,3,4,3,2,3,4,3,3
1115,p1115,16,M,F,0,9,1,5,3,5,5,1,1,5,5,3,3,1,1,1,1,1,5,1,1,1
1116,p1116,18,M,F,17,18,5,5,2,4,4,3,3,3,5,3,3,2,2,5,4,4,3,4,3,3
1117,p1117,16,M,F,18,18,1,1,1,5,4,5,5,5,5,3,3,3,3,5,5,5,1,5,5,5
1118,p1118,16,M,F,15,17,5,5,3,3,4,3,5,3,5,3,3,3,5,5,3,3,3,5,3,3
1119,p1119,21,F,M,10,50,5,5,5,5,5,3,1,3,5,3,4,1,5,5,3,2,5,5,5,5
1120,p1120,18,M,F,12,30,5,4,1,3,3,1,5,4,5,3,5,3,5,5,5,5,3,5,5,5
1121,p1121,15,M,F,5,13,4,5,3,4,2,1,1,4,5,3,5,5,5,3,5,2,5,5,3,4
1122,p1122,16,M,F,15,20,1,1,1,5,3,1,4,1,5,4,3,3,5,5,3,5,5,3,3,3
1123,p1123,15,M,F,16,98,1,4,2,4,3,4,1,2,5,4,3,5,5,5,1,5,3,5,4,3
1124,p1124,15,B,F,15,17,5,1,3,5,5,5,1,4,5,4,5,3,1,1,1,5,5,5,5,5
1125,p1125,16,B,F,14,18,5,4,4,3,5,1,3,2,5,4,5,5,5,5,5,1,5,5,5,3
1126,p1126,16,M,F,15,20,5,5,4,2,3,5,1,5,5,5,1,1,1,5,1,1,3,3,5,2
1127,p1127,20,M,F,15,22,1,5,2,5,5,1,5,5,5,5,1,1,1,5,5,5,5,5,3,2
1128,p1128,16,F,B,2,100,1,1,3,5,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5
1129,p1129,18,M,F,15,25,2,5,3,3,3,5,1,5,5,5,1,3,5,5,3,5,3,3,5,5
1130,p1130,16,B,M,15,17,5,3,2,2,1,3,5,3,5,5,1,5,5,4,3,3,4,2,5,3
1131,p1131,20,M,F,10,23,5,1,4,1,4,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5
1132,p1132,16,M,F,13,18,3,5,1,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5
1133,p1133,16,F,B,1,100,1,2,4,4,4,1,5,4,5,5,2,5,5,5,5,5,5,5,1,2
1134,p1134,16,B,M,11,100,1,2,3,4,5,1,2,3,5,5,3,2,5,5,3,5,5,4,5,4
1135,p1135,19,M,F,18,23,5,3,2,5,5,5,2,5,5,5,3,3,5,5,5,5,5,5,5,5
1136,p1136,16,M,F,15,19,4,5,1,3,5,3,2,5,5,5,3,3,5,5,5,5,5,5,5,5
1137,p1137,17,M,B,5,14,5,5,1,4,3,3,5,5,5,5,3,5,5,5,5,5,3,5,5,5
1138,p1138,17,M,F,0,700,4,2,3,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5
1139,p1139,17,M,F,16,20,1,4,3,1,5,2,4,5,5,5,4,3,5,5,5,4,5,5,5,5
1140,p1140,15,F,F,15,22,5,5,1,1,1,1,1,1,5,5,5,1,5,1,3,5,5,5,5,5
1141,p1141,18,M,F,0,100,5,1,3,1,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1
1142,p1142,17,B,F,98,100,1,1,1,1,5,5,5,5,5,5,5,3,4,5,5,5,4,3,5,4
1143,p1143,15,B,F,13,17,5,5,1,4,4,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5
1144,p1144,18,M,F,3,23,5,2,1,1,5,1,5,1,5,5,5,5,5,5,5,1,5,5,5,5
1145,p1145,17,B,B,0,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
